T_BKT,ordered_probability,amorphous_probability
0.5745276268804425,0.999981,1.9e-05
0.5745276268804425,0.999936,6.5e-05
0.5745276268804425,0.999791,0.000209
0.5745276268804425,0.998011,0.001989
0.5745276268804425,0.9999,0.0001
0.5745276268804425,0.999554,0.000446
0.5745276268804425,0.999724,0.000276
0.5745276268804425,0.999901,9.9e-05
0.5745276268804425,0.999891,0.000109
0.5745276268804425,0.999516,0.000484
0.5745276268804425,0.999978,2.2e-05
0.5745276268804425,0.999468,0.000531
0.5745276268804425,0.99996,4e-05
0.5745276268804425,0.999988,1.2e-05
0.5745276268804425,0.99999,1e-05
0.5745276268804425,0.999976,2.4e-05
0.5745276268804425,0.998791,0.001209
0.5745276268804425,0.999257,0.000743
0.5745276268804425,0.983616,0.016384
0.5745276268804425,0.999535,0.000465
0.5745276268804425,0.99996,4e-05
0.5745276268804425,0.999579,0.000421
0.5745276268804425,0.999349,0.000651
0.5745276268804425,0.998873,0.001127
0.5745276268804425,0.999752,0.000248
0.5745276268804425,0.998574,0.001425
0.5745276268804425,0.999985,1.5e-05
0.5745276268804425,0.999781,0.000219
0.5745276268804425,0.999989,1.1e-05
0.5745276268804425,0.999507,0.000493
0.5745276268804425,0.999988,1.2e-05
0.5745276268804425,0.999851,0.000149
0.5745276268804425,0.999535,0.000465
0.5745276268804425,0.99999,1e-05
0.5745276268804425,0.999978,2.2e-05
0.5745276268804425,0.995551,0.004449
0.5745276268804425,0.999953,4.7e-05
0.5745276268804425,0.998293,0.001707
0.5745276268804425,0.999964,3.6e-05
0.5745276268804425,0.999971,2.9e-05
0.5745276268804425,0.971726,0.028274
0.5745276268804425,0.941245,0.058755
0.5745276268804425,0.999953,4.7e-05
0.5745276268804425,0.999826,0.000175
0.5745276268804425,0.99995,5e-05
0.5745276268804425,0.999591,0.000409
0.5745276268804425,0.999917,8.3e-05
0.5745276268804425,0.99999,1e-05
0.5745276268804425,0.999973,2.7e-05
0.5745276268804425,0.999986,1.4e-05
0.5745276268804425,0.999987,1.3e-05
0.5745276268804425,0.999956,4.4e-05
0.5805276268804425,0.999986,1.4e-05
0.5805276268804425,0.999987,1.3e-05
0.5805276268804425,0.999979,2.1e-05
0.5805276268804425,0.999817,0.000183
0.5805276268804425,0.895214,0.104787
0.5805276268804425,0.997527,0.002473
0.5805276268804425,0.999199,0.000801
0.5805276268804425,0.988609,0.011391
0.5805276268804425,0.999986,1.4e-05
0.5805276268804425,0.999639,0.000361
0.5805276268804425,0.999975,2.5e-05
0.5805276268804425,0.982137,0.017863
0.5805276268804425,0.99999,1e-05
0.5805276268804425,0.999849,0.00015
0.5805276268804425,0.99999,1e-05
0.5805276268804425,0.99999,1e-05
0.5805276268804425,0.999681,0.000319
0.5805276268804425,0.99998,2e-05
0.5805276268804425,0.998649,0.001351
0.5805276268804425,0.999863,0.000137
0.5805276268804425,0.466662,0.533338
0.5805276268804425,0.999943,5.7e-05
0.5805276268804425,0.999983,1.7e-05
0.5805276268804425,0.991445,0.008555
0.5805276268804425,0.99999,1e-05
0.5805276268804425,0.999698,0.000302
0.5805276268804425,0.99715,0.00285
0.5805276268804425,0.999003,0.000997
0.5805276268804425,0.99998,2e-05
0.5805276268804425,0.999965,3.5e-05
0.5805276268804425,0.999989,1.1e-05
0.5805276268804425,0.99998,2e-05
0.5805276268804425,0.999989,1.1e-05
0.5805276268804425,0.999937,6.3e-05
0.5805276268804425,0.999986,1.4e-05
0.5805276268804425,0.999964,3.6e-05
0.5805276268804425,0.999952,4.8e-05
0.5805276268804425,0.999381,0.000619
0.5805276268804425,0.999984,1.6e-05
0.5805276268804425,0.997639,0.002361
0.5805276268804425,0.999985,1.5e-05
0.5805276268804425,0.999976,2.4e-05
0.5805276268804425,0.999709,0.000291
0.5805276268804425,0.998197,0.001804
0.5805276268804425,0.999965,3.5e-05
0.5805276268804425,0.999984,1.6e-05
0.5805276268804425,0.995672,0.004328
0.5805276268804425,0.986288,0.013712
0.5805276268804425,0.995094,0.004906
0.5805276268804425,0.998551,0.001449
0.5805276268804425,0.999983,1.7e-05
0.5805276268804425,0.999699,0.000301
0.5805276268804425,0.998297,0.001703
0.5805276268804425,0.982538,0.017462
0.5805276268804425,0.999991,9e-06
0.5805276268804425,0.999932,6.7e-05
0.5805276268804425,0.999985,1.5e-05
0.5805276268804425,0.999931,6.9e-05
0.5805276268804425,0.999318,0.000682
0.5805276268804425,0.999694,0.000306
0.5805276268804425,0.999699,0.000301
0.5805276268804425,0.999953,4.7e-05
0.5805276268804425,0.999425,0.000575
0.5805276268804425,0.99999,1e-05
0.5805276268804425,0.999638,0.000362
0.5805276268804425,0.999975,2.5e-05
0.5805276268804425,0.99968,0.00032
0.5805276268804425,0.999981,1.9e-05
0.5805276268804425,0.999989,1.1e-05
0.5805276268804425,0.99952,0.00048
0.5805276268804425,0.99858,0.00142
0.5805276268804425,0.9997,0.000301
0.5805276268804425,0.999716,0.000284
0.5805276268804425,0.999989,1.1e-05
0.5805276268804425,0.999754,0.000246
0.5805276268804425,0.998196,0.001804
0.5805276268804425,0.9981,0.0019
0.5805276268804425,0.999248,0.000752
0.5805276268804425,0.999971,2.9e-05
0.5805276268804425,0.999648,0.000352
0.5805276268804425,0.999953,4.7e-05
0.5805276268804425,0.999914,8.6e-05
0.5805276268804425,0.999717,0.000283
0.5805276268804425,0.999921,7.9e-05
0.5805276268804425,0.987734,0.012266
0.5805276268804425,0.999503,0.000497
0.5805276268804425,0.999951,4.9e-05
0.5805276268804425,0.999981,1.9e-05
0.5805276268804425,0.999887,0.000113
0.5805276268804425,0.999968,3.2e-05
0.5805276268804425,0.999767,0.000233
0.5805276268804425,0.999928,7.2e-05
0.5805276268804425,0.999989,1.1e-05
0.5805276268804425,0.99997,3.1e-05
0.5805276268804425,0.99999,1e-05
0.5805276268804425,0.999984,1.5e-05
0.5805276268804425,0.999888,0.000112
0.5805276268804425,0.999982,1.8e-05
0.5805276268804425,0.999984,1.6e-05
0.5805276268804425,0.999876,0.000124
0.5865276268804425,0.999988,1.2e-05
0.5865276268804425,0.998649,0.001351
0.5865276268804425,0.999981,1.9e-05
0.5865276268804425,0.999673,0.000327
0.5865276268804425,0.999969,3.1e-05
0.5865276268804425,0.999974,2.6e-05
0.5865276268804425,0.99855,0.00145
0.5865276268804425,0.999985,1.5e-05
0.5865276268804425,0.965505,0.034495
0.5865276268804425,0.99977,0.00023
0.5865276268804425,0.991828,0.008172
0.5865276268804425,0.999432,0.000568
0.5865276268804425,0.999427,0.000573
0.5865276268804425,0.999989,1.1e-05
0.5865276268804425,0.99999,1e-05
0.5865276268804425,0.999933,6.7e-05
0.5865276268804425,0.999939,6.1e-05
0.5865276268804425,0.997325,0.002675
0.5865276268804425,0.003061,0.996939
0.5865276268804425,0.99997,3e-05
0.5865276268804425,0.999988,1.2e-05
0.5865276268804425,0.989619,0.010381
0.5865276268804425,0.99999,1e-05
0.5865276268804425,0.999981,1.9e-05
0.5865276268804425,0.999983,1.7e-05
0.5865276268804425,0.998302,0.001698
0.5865276268804425,0.999092,0.000908
0.5865276268804425,0.998179,0.001821
0.5865276268804425,0.999976,2.4e-05
0.5865276268804425,0.999989,1.1e-05
0.5865276268804425,0.999522,0.000478
0.5865276268804425,0.95571,0.04429
0.5865276268804425,0.990194,0.009806
0.5865276268804425,0.99604,0.00396
0.5865276268804425,0.99999,1e-05
0.5865276268804425,0.999947,5.3e-05
0.5865276268804425,0.999964,3.6e-05
0.5865276268804425,0.999843,0.000157
0.5865276268804425,0.999805,0.000195
0.5865276268804425,0.999988,1.3e-05
0.5865276268804425,0.999958,4.2e-05
0.5865276268804425,0.999974,2.6e-05
0.5865276268804425,0.999984,1.6e-05
0.5865276268804425,0.99826,0.00174
0.5865276268804425,0.999109,0.000891
0.5865276268804425,0.999894,0.000106
0.5865276268804425,0.999773,0.000227
0.5865276268804425,0.999896,0.000104
0.5865276268804425,0.999678,0.000322
0.5865276268804425,0.969903,0.030097
0.5865276268804425,0.9999,0.0001
0.5865276268804425,0.998869,0.001131
0.5865276268804425,0.999051,0.000949
0.5865276268804425,0.999983,1.7e-05
0.5865276268804425,0.99997,3e-05
0.5865276268804425,0.99918,0.00082
0.5865276268804425,0.999748,0.000252
0.5865276268804425,0.474481,0.525519
0.5865276268804425,0.999866,0.000134
0.5865276268804425,0.999972,2.8e-05
0.5865276268804425,0.99279,0.00721
0.5865276268804425,0.999989,1.1e-05
0.5865276268804425,0.999989,1.1e-05
0.5865276268804425,0.996728,0.003272
0.5865276268804425,0.999988,1.2e-05
0.5865276268804425,0.998914,0.001086
0.5865276268804425,0.999659,0.000341
0.5865276268804425,0.999186,0.000814
0.5865276268804425,0.998912,0.001088
0.5865276268804425,0.999977,2.3e-05
0.5865276268804425,0.999971,2.9e-05
0.5865276268804425,0.999972,2.8e-05
0.5865276268804425,0.999002,0.000998
0.5865276268804425,0.999986,1.4e-05
0.5865276268804425,0.999985,1.5e-05
0.5865276268804425,0.99999,1e-05
0.5865276268804425,0.999984,1.6e-05
0.5865276268804425,0.999986,1.4e-05
0.5865276268804425,0.999986,1.4e-05
0.5865276268804425,0.99996,4e-05
0.5865276268804425,0.99998,2e-05
0.5865276268804425,0.999271,0.000729
0.5865276268804425,0.999989,1.1e-05
0.5865276268804425,0.998284,0.001717
0.5865276268804425,0.99992,8e-05
0.5865276268804425,0.999393,0.000607
0.5865276268804425,0.99999,1e-05
0.5865276268804425,0.998189,0.001811
0.5865276268804425,0.999838,0.000162
0.5865276268804425,0.992887,0.007113
0.5865276268804425,0.999605,0.000395
0.5865276268804425,0.988445,0.011555
0.5865276268804425,0.999837,0.000163
0.5865276268804425,0.999981,1.9e-05
0.5865276268804425,0.999988,1.2e-05
0.5865276268804425,0.999662,0.000338
0.5865276268804425,0.99999,1e-05
0.5865276268804425,0.999975,2.5e-05
0.5865276268804425,0.999435,0.000565
0.5865276268804425,0.999498,0.000502
0.5925276268804425,0.99901,0.00099
0.5925276268804425,0.999984,1.6e-05
0.5925276268804425,0.999262,0.000737
0.5925276268804425,0.999644,0.000356
0.5925276268804425,0.999976,2.4e-05
0.5925276268804425,0.999973,2.7e-05
0.5925276268804425,0.999766,0.000234
0.5925276268804425,0.990489,0.009511
0.5925276268804425,0.973435,0.026565
0.5925276268804425,0.999911,8.9e-05
0.5925276268804425,0.999986,1.4e-05
0.5925276268804425,0.999582,0.000418
0.5925276268804425,0.995532,0.004468
0.5925276268804425,0.999736,0.000264
0.5925276268804425,0.999839,0.000161
0.5925276268804425,0.999923,7.7e-05
0.5925276268804425,0.970518,0.029482
0.5925276268804425,0.998527,0.001473
0.5925276268804425,0.976814,0.023186
0.5925276268804425,0.999986,1.4e-05
0.5925276268804425,0.999047,0.000953
0.5925276268804425,0.999979,2.1e-05
0.5925276268804425,0.999934,6.6e-05
0.5925276268804425,0.999913,8.7e-05
0.5925276268804425,0.999866,0.000134
0.5925276268804425,0.999988,1.2e-05
0.5925276268804425,0.999974,2.6e-05
0.5925276268804425,0.999955,4.5e-05
0.5925276268804425,0.999424,0.000576
0.5925276268804425,0.999975,2.5e-05
0.5925276268804425,0.999982,1.8e-05
0.5925276268804425,0.999934,6.6e-05
0.5925276268804425,0.988719,0.011281
0.5925276268804425,0.999991,9e-06
0.5925276268804425,0.999678,0.000322
0.5925276268804425,0.999911,8.9e-05
0.5925276268804425,0.94865,0.05135
0.5925276268804425,0.99883,0.00117
0.5925276268804425,0.998932,0.001068
0.5925276268804425,0.992627,0.007373
0.5925276268804425,0.999989,1.1e-05
0.5925276268804425,0.999492,0.000508
0.5925276268804425,0.999437,0.000563
0.5925276268804425,0.952027,0.047973
0.5925276268804425,0.998196,0.001804
0.5925276268804425,0.999968,3.2e-05
0.5925276268804425,0.998107,0.001893
0.5925276268804425,0.999982,1.8e-05
0.5925276268804425,0.999553,0.000447
0.5925276268804425,0.999887,0.000113
0.5925276268804425,0.999983,1.7e-05
0.5925276268804425,0.999872,0.000128
0.5925276268804425,0.989622,0.010378
0.5925276268804425,0.99997,3e-05
0.5925276268804425,0.99993,7e-05
0.5925276268804425,0.999987,1.3e-05
0.5925276268804425,0.999979,2.1e-05
0.5925276268804425,0.99995,5e-05
0.5925276268804425,0.99999,1e-05
0.5925276268804425,0.999278,0.000722
0.5925276268804425,0.999989,1.1e-05
0.5925276268804425,0.999978,2.2e-05
0.5925276268804425,0.999912,8.8e-05
0.5925276268804425,0.999375,0.000625
0.5925276268804425,0.993237,0.006763
0.5925276268804425,0.99936,0.00064
0.5925276268804425,0.999858,0.000142
0.5925276268804425,0.999952,4.8e-05
0.5925276268804425,0.99995,5e-05
0.5925276268804425,0.999914,8.6e-05
0.5925276268804425,0.994998,0.005003
0.5925276268804425,0.999947,5.3e-05
0.5925276268804425,0.905873,0.094127
0.5925276268804425,0.99994,6e-05
0.5925276268804425,0.999943,5.7e-05
0.5925276268804425,0.998689,0.001311
0.5925276268804425,0.99995,5e-05
0.5925276268804425,0.998668,0.001332
0.5925276268804425,0.999967,3.3e-05
0.5925276268804425,0.998058,0.001942
0.5925276268804425,0.999883,0.000117
0.5925276268804425,0.999991,9e-06
0.5925276268804425,0.999988,1.2e-05
0.5925276268804425,0.99885,0.00115
0.5925276268804425,0.99988,0.00012
0.5925276268804425,0.649287,0.350713
0.5925276268804425,0.999983,1.7e-05
0.5925276268804425,0.9934,0.0066
0.5925276268804425,0.999415,0.000585
0.5925276268804425,0.999945,5.5e-05
0.5925276268804425,0.997632,0.002368
0.5925276268804425,0.999988,1.2e-05
0.5925276268804425,0.999894,0.000106
0.5925276268804425,0.99998,2e-05
0.5925276268804425,0.989619,0.010381
0.5925276268804425,0.998164,0.001836
0.5925276268804425,0.960817,0.039183
0.5925276268804425,0.999973,2.7e-05
0.5925276268804425,0.999983,1.7e-05
0.5925276268804425,0.999892,0.000108
0.5985276268804425,0.999733,0.000267
0.5985276268804425,0.962756,0.037244
0.5985276268804425,0.999872,0.000128
0.5985276268804425,0.999925,7.5e-05
0.5985276268804425,0.998894,0.001106
0.5985276268804425,0.999241,0.000759
0.5985276268804425,0.999976,2.4e-05
0.5985276268804425,0.999989,1.1e-05
0.5985276268804425,0.999894,0.000106
0.5985276268804425,0.99999,1e-05
0.5985276268804425,0.999812,0.000188
0.5985276268804425,0.937776,0.062224
0.5985276268804425,0.999931,6.9e-05
0.5985276268804425,0.998584,0.001416
0.5985276268804425,0.999941,5.9e-05
0.5985276268804425,0.9996,0.0004
0.5985276268804425,0.558276,0.441724
0.5985276268804425,0.993258,0.006742
0.5985276268804425,0.999934,6.6e-05
0.5985276268804425,0.999987,1.3e-05
0.5985276268804425,0.999717,0.000283
0.5985276268804425,0.994834,0.005166
0.5985276268804425,0.97961,0.02039
0.5985276268804425,0.999897,0.000103
0.5985276268804425,0.99719,0.00281
0.5985276268804425,0.999889,0.000111
0.5985276268804425,0.999085,0.000915
0.5985276268804425,0.999734,0.000265
0.5985276268804425,0.999905,9.5e-05
0.5985276268804425,0.999982,1.8e-05
0.5985276268804425,0.99999,1e-05
0.5985276268804425,0.99996,4e-05
0.5985276268804425,0.999426,0.000574
0.5985276268804425,0.099543,0.900457
0.5985276268804425,0.999983,1.7e-05
0.5985276268804425,0.999977,2.3e-05
0.5985276268804425,0.998878,0.001122
0.5985276268804425,0.999173,0.000827
0.5985276268804425,0.999881,0.000119
0.5985276268804425,0.93196,0.06804
0.5985276268804425,0.99964,0.00036
0.5985276268804425,0.985527,0.014473
0.5985276268804425,0.99854,0.001459
0.5985276268804425,0.998705,0.001295
0.5985276268804425,0.999672,0.000328
0.5985276268804425,0.999701,0.000299
0.5985276268804425,0.99961,0.00039
0.5985276268804425,0.999987,1.3e-05
0.5985276268804425,0.99999,1e-05
0.5985276268804425,0.99999,1e-05
0.5985276268804425,0.99995,5e-05
0.5985276268804425,0.99198,0.00802
0.5985276268804425,0.942616,0.057384
0.5985276268804425,0.998256,0.001744
0.5985276268804425,0.99999,1e-05
0.5985276268804425,0.999247,0.000753
0.5985276268804425,0.999972,2.8e-05
0.5985276268804425,0.99841,0.00159
0.5985276268804425,0.918136,0.081864
0.5985276268804425,0.999969,3.1e-05
0.5985276268804425,0.985661,0.014339
0.5985276268804425,0.999975,2.5e-05
0.5985276268804425,0.999894,0.000106
0.5985276268804425,0.999939,6.1e-05
0.5985276268804425,0.998044,0.001956
0.5985276268804425,0.99999,1e-05
0.5985276268804425,0.999978,2.2e-05
0.5985276268804425,0.999978,2.2e-05
0.5985276268804425,0.999922,7.8e-05
0.5985276268804425,0.999972,2.8e-05
0.5985276268804425,0.999929,7.1e-05
0.5985276268804425,0.999787,0.000213
0.5985276268804425,0.999674,0.000326
0.5985276268804425,0.994812,0.005188
0.5985276268804425,0.999989,1.1e-05
0.5985276268804425,0.97754,0.02246
0.5985276268804425,0.999947,5.3e-05
0.5985276268804425,0.999988,1.2e-05
0.5985276268804425,0.997835,0.002165
0.5985276268804425,0.999978,2.2e-05
0.5985276268804425,0.963183,0.036817
0.5985276268804425,0.99999,1e-05
0.5985276268804425,0.999975,2.5e-05
0.5985276268804425,0.999959,4.1e-05
0.5985276268804425,0.999937,6.3e-05
0.5985276268804425,0.999412,0.000588
0.5985276268804425,0.999988,1.3e-05
0.5985276268804425,0.99999,1e-05
0.5985276268804425,0.999979,2.1e-05
0.5985276268804425,0.999973,2.7e-05
0.5985276268804425,0.999093,0.000907
0.5985276268804425,0.999943,5.7e-05
0.5985276268804425,0.998868,0.001132
0.5985276268804425,0.993985,0.006015
0.5985276268804425,0.999863,0.000137
0.5985276268804425,0.99962,0.00038
0.5985276268804425,0.987848,0.012152
0.5985276268804425,0.999919,8.1e-05
0.5985276268804425,0.999983,1.7e-05
0.5985276268804425,0.991975,0.008025
0.6045276268804425,0.999934,6.7e-05
0.6045276268804425,0.999402,0.000598
0.6045276268804425,0.79931,0.20069
0.6045276268804425,0.997847,0.002153
0.6045276268804425,0.99999,1e-05
0.6045276268804425,0.999912,8.8e-05
0.6045276268804425,0.999664,0.000336
0.6045276268804425,0.99979,0.00021
0.6045276268804425,0.999016,0.000984
0.6045276268804425,0.999908,9.2e-05
0.6045276268804425,0.999912,8.8e-05
0.6045276268804425,0.999953,4.7e-05
0.6045276268804425,0.995489,0.004511
0.6045276268804425,0.989014,0.010986
0.6045276268804425,0.934466,0.065534
0.6045276268804425,0.995728,0.004272
0.6045276268804425,0.992778,0.007222
0.6045276268804425,0.999403,0.000597
0.6045276268804425,0.999982,1.8e-05
0.6045276268804425,0.998412,0.001587
0.6045276268804425,0.999385,0.000615
0.6045276268804425,0.999883,0.000117
0.6045276268804425,0.999968,3.2e-05
0.6045276268804425,0.997825,0.002175
0.6045276268804425,0.999984,1.5e-05
0.6045276268804425,0.999423,0.000577
0.6045276268804425,0.999421,0.000579
0.6045276268804425,0.999916,8.4e-05
0.6045276268804425,0.999665,0.000335
0.6045276268804425,0.996395,0.003605
0.6045276268804425,0.999855,0.000145
0.6045276268804425,0.99203,0.00797
0.6045276268804425,0.999922,7.8e-05
0.6045276268804425,0.999502,0.000498
0.6045276268804425,0.999987,1.3e-05
0.6045276268804425,0.999194,0.000806
0.6045276268804425,0.999909,9.1e-05
0.6045276268804425,0.997663,0.002337
0.6045276268804425,0.9969,0.0031
0.6045276268804425,0.994495,0.005505
0.6045276268804425,0.99924,0.00076
0.6045276268804425,0.999757,0.000243
0.6045276268804425,0.984059,0.015941
0.6045276268804425,0.999971,2.9e-05
0.6045276268804425,0.999798,0.000202
0.6045276268804425,0.997866,0.002134
0.6045276268804425,0.997055,0.002945
0.6045276268804425,0.999653,0.000347
0.6045276268804425,0.994373,0.005627
0.6045276268804425,0.999986,1.4e-05
0.6045276268804425,0.999951,4.9e-05
0.6045276268804425,0.993755,0.006245
0.6045276268804425,0.965764,0.034236
0.6045276268804425,0.999981,1.9e-05
0.6045276268804425,0.999242,0.000758
0.6045276268804425,0.999004,0.000996
0.6045276268804425,0.999856,0.000144
0.6045276268804425,0.997778,0.002222
0.6045276268804425,0.99999,1e-05
0.6045276268804425,0.999937,6.3e-05
0.6045276268804425,0.999964,3.6e-05
0.6045276268804425,0.999674,0.000326
0.6045276268804425,0.982469,0.017531
0.6045276268804425,0.999877,0.000123
0.6045276268804425,0.99999,1e-05
0.6045276268804425,0.999956,4.3e-05
0.6045276268804425,0.995853,0.004147
0.6045276268804425,0.998278,0.001722
0.6045276268804425,0.999985,1.5e-05
0.6045276268804425,0.998714,0.001286
0.6045276268804425,0.99999,1e-05
0.6045276268804425,0.999799,0.000201
0.6045276268804425,0.972395,0.027605
0.6045276268804425,0.999964,3.6e-05
0.6045276268804425,0.999989,1.1e-05
0.6045276268804425,0.996112,0.003888
0.6045276268804425,0.999919,8.1e-05
0.6045276268804425,0.998413,0.001587
0.6045276268804425,0.999989,1.1e-05
0.6045276268804425,0.999904,9.6e-05
0.6045276268804425,0.93675,0.06325
0.6045276268804425,0.999711,0.000289
0.6045276268804425,0.999984,1.6e-05
0.6045276268804425,0.999736,0.000264
0.6045276268804425,0.99847,0.00153
0.6045276268804425,0.99988,0.00012
0.6045276268804425,0.988109,0.011891
0.6045276268804425,0.99999,1e-05
0.6045276268804425,0.990853,0.009147
0.6045276268804425,0.999952,4.8e-05
0.6045276268804425,0.999983,1.7e-05
0.6045276268804425,0.994756,0.005244
0.6045276268804425,0.99948,0.000521
0.6045276268804425,0.985825,0.014175
0.6045276268804425,0.999704,0.000296
0.6045276268804425,0.999976,2.4e-05
0.6045276268804425,0.999827,0.000173
0.6045276268804425,0.999437,0.000563
0.6045276268804425,0.99999,1e-05
0.6045276268804425,0.999988,1.2e-05
0.6105276268804425,0.97332,0.02668
0.6105276268804425,0.99747,0.00253
0.6105276268804425,0.981228,0.018772
0.6105276268804425,0.995895,0.004105
0.6105276268804425,0.998711,0.001289
0.6105276268804425,0.999979,2.1e-05
0.6105276268804425,0.999971,2.9e-05
0.6105276268804425,0.999948,5.2e-05
0.6105276268804425,0.999961,3.9e-05
0.6105276268804425,0.999703,0.000297
0.6105276268804425,0.994297,0.005703
0.6105276268804425,0.99988,0.00012
0.6105276268804425,0.999966,3.4e-05
0.6105276268804425,0.999778,0.000222
0.6105276268804425,0.998916,0.001084
0.6105276268804425,0.995403,0.004597
0.6105276268804425,0.953057,0.046943
0.6105276268804425,0.998643,0.001357
0.6105276268804425,0.994406,0.005594
0.6105276268804425,0.999982,1.8e-05
0.6105276268804425,0.998682,0.001318
0.6105276268804425,0.999985,1.5e-05
0.6105276268804425,0.998963,0.001037
0.6105276268804425,0.999988,1.2e-05
0.6105276268804425,0.995698,0.004302
0.6105276268804425,0.999437,0.000563
0.6105276268804425,0.998765,0.001235
0.6105276268804425,0.999909,9.1e-05
0.6105276268804425,0.997749,0.002251
0.6105276268804425,0.999971,2.9e-05
0.6105276268804425,0.998614,0.001386
0.6105276268804425,0.999917,8.3e-05
0.6105276268804425,0.999976,2.3e-05
0.6105276268804425,0.996579,0.003421
0.6105276268804425,0.999918,8.2e-05
0.6105276268804425,0.992186,0.007814
0.6105276268804425,0.999211,0.000789
0.6105276268804425,0.999954,4.6e-05
0.6105276268804425,0.999985,1.5e-05
0.6105276268804425,0.999986,1.4e-05
0.6105276268804425,0.984046,0.015954
0.6105276268804425,0.999087,0.000913
0.6105276268804425,0.993801,0.006199
0.6105276268804425,0.995996,0.004004
0.6105276268804425,0.998632,0.001368
0.6105276268804425,0.999847,0.000153
0.6105276268804425,0.99999,1e-05
0.6105276268804425,0.999988,1.2e-05
0.6105276268804425,0.996539,0.003461
0.6105276268804425,0.999343,0.000657
0.6105276268804425,0.999977,2.3e-05
0.6105276268804425,0.999986,1.4e-05
0.6105276268804425,0.999987,1.3e-05
0.6105276268804425,0.999788,0.000213
0.6105276268804425,0.999536,0.000464
0.6105276268804425,0.998019,0.001981
0.6105276268804425,0.991964,0.008036
0.6105276268804425,0.993896,0.006105
0.6105276268804425,0.999968,3.2e-05
0.6105276268804425,0.999784,0.000216
0.6105276268804425,0.999955,4.5e-05
0.6105276268804425,0.999888,0.000112
0.6105276268804425,0.998609,0.001391
0.6105276268804425,0.999989,1.1e-05
0.6105276268804425,0.999865,0.000135
0.6105276268804425,0.999981,1.9e-05
0.6105276268804425,0.999079,0.000921
0.6105276268804425,0.999735,0.000265
0.6105276268804425,0.999853,0.000147
0.6105276268804425,0.99999,1.1e-05
0.6105276268804425,0.999947,5.3e-05
0.6105276268804425,0.999989,1.1e-05
0.6105276268804425,0.995521,0.004479
0.6105276268804425,0.999982,1.8e-05
0.6105276268804425,0.999984,1.6e-05
0.6105276268804425,0.995286,0.004714
0.6105276268804425,0.999254,0.000746
0.6105276268804425,0.99999,1e-05
0.6105276268804425,0.999654,0.000346
0.6105276268804425,0.999968,3.2e-05
0.6105276268804425,0.99999,1e-05
0.6105276268804425,0.996727,0.003273
0.6105276268804425,0.985813,0.014187
0.6105276268804425,0.997748,0.002252
0.6105276268804425,0.999972,2.8e-05
0.6105276268804425,0.999912,8.8e-05
0.6105276268804425,0.999126,0.000874
0.6105276268804425,0.999926,7.4e-05
0.6105276268804425,0.999986,1.4e-05
0.6105276268804425,0.807057,0.192943
0.6105276268804425,0.999944,5.6e-05
0.6105276268804425,0.999986,1.4e-05
0.6105276268804425,0.999409,0.000591
0.6105276268804425,0.999806,0.000194
0.6105276268804425,0.997518,0.002482
0.6105276268804425,0.999458,0.000542
0.6105276268804425,0.86935,0.13065
0.6105276268804425,0.998502,0.001498
0.6105276268804425,0.999741,0.000259
0.6105276268804425,0.999942,5.8e-05
0.6165276268804425,0.999968,3.2e-05
0.6165276268804425,0.99993,6.9e-05
0.6165276268804425,0.999982,1.8e-05
0.6165276268804425,0.999985,1.5e-05
0.6165276268804425,0.978407,0.021593
0.6165276268804425,0.99999,1e-05
0.6165276268804425,0.97211,0.02789
0.6165276268804425,0.997131,0.002869
0.6165276268804425,0.999892,0.000108
0.6165276268804425,0.99987,0.00013
0.6165276268804425,0.998364,0.001636
0.6165276268804425,0.930538,0.069462
0.6165276268804425,0.999699,0.000301
0.6165276268804425,0.727115,0.272885
0.6165276268804425,0.999977,2.3e-05
0.6165276268804425,0.999787,0.000213
0.6165276268804425,0.999957,4.3e-05
0.6165276268804425,0.999971,2.9e-05
0.6165276268804425,0.988132,0.011868
0.6165276268804425,0.999991,9e-06
0.6165276268804425,0.999976,2.3e-05
0.6165276268804425,0.999961,3.9e-05
0.6165276268804425,0.99918,0.00082
0.6165276268804425,0.999938,6.2e-05
0.6165276268804425,0.999743,0.000257
0.6165276268804425,0.999508,0.000492
0.6165276268804425,0.999687,0.000313
0.6165276268804425,0.999865,0.000135
0.6165276268804425,0.99999,1e-05
0.6165276268804425,0.999983,1.7e-05
0.6165276268804425,0.997867,0.002133
0.6165276268804425,0.998665,0.001335
0.6165276268804425,0.999651,0.000349
0.6165276268804425,0.999977,2.3e-05
0.6165276268804425,0.999413,0.000587
0.6165276268804425,0.993637,0.006363
0.6165276268804425,0.999822,0.000178
0.6165276268804425,0.999109,0.000891
0.6165276268804425,0.999015,0.000985
0.6165276268804425,0.999518,0.000482
0.6165276268804425,0.999716,0.000284
0.6165276268804425,0.999976,2.4e-05
0.6165276268804425,0.972031,0.027969
0.6165276268804425,0.998976,0.001024
0.6165276268804425,0.998944,0.001056
0.6165276268804425,0.998948,0.001052
0.6165276268804425,0.998753,0.001247
0.6165276268804425,0.995387,0.004613
0.6165276268804425,0.999971,2.9e-05
0.6165276268804425,0.999867,0.000133
0.6165276268804425,0.999979,2.1e-05
0.6165276268804425,0.99525,0.00475
0.6165276268804425,0.991689,0.008311
0.6165276268804425,0.999988,1.2e-05
0.6165276268804425,0.999522,0.000478
0.6165276268804425,0.99915,0.00085
0.6165276268804425,0.999736,0.000264
